split,case_id,ficha,p1,p2,p3,p4,p5,alto_impacto,acotado,reversible,escala_masiva,naturaleza_restrictiva,decision_financiera,irreversible_sin_intervencion,exposicion_regulatoria,profiling,clasificacion,razonamiento
val,VAR-FG-T10,"Nombre de la iniciativa: Pricing Dinamico por Segmento
Tipo de intent: Negocio
Declaracion del intent: Agente que ajusta automaticamente precios y descuentos de los planes de unos 300.000 clientes activos, segmentados, en funcion de parametros de mercado y comportamiento de consumo en tiempo real. Los ajustes se aplican dentro de bandas predefinidas por el area comercial sin requerir aprobacion individual.
Area proponente: Gestion Comercial
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Incremento de ARPU del segmento >= 5%; reduccion de churn >= 10%; ajustes dentro de bandas >= 99;9%
Impacto en personas: Clientes (~300.000 activos en 8 segmentos) cuyos precios y descuentos se ajustan de forma autonoma. Afecta las condiciones comerciales de cada cliente del segmento. Criticidad muy alta.
Supuesto de riesgo inicial: Las bandas tarifarias estan dentro de los limites regulatorios vigentes; el area comercial revisa las bandas antes de cada ciclo; los ajustes se aplican sin aprobacion individual.
Restricciones explicitas: Los ajustes no superan las bandas aprobadas; cumplimiento ENACOM y Defensa del Consumidor; los cambios de bandas requieren aprobacion de Gestion Comercial; presupuesto maximo USD 250.000
Sponsor: Sebastian Castro - Director Comercial
Datos requeridos: personales",si,si,No,si,si,si,si,No,si,No,si,No,No,No,Negro,
val,VAR-FG-T11,"Nombre de la iniciativa: Recalculo Automatico de Tarifas
Tipo de intent: Negocio
Declaracion del intent: Sistema que recalcula y aplica automaticamente la tarifa de mas del 10% de la base de clientes segun su patron de consumo mensual, dentro de las bandas aprobadas por el area comercial, sin revision por caso.
Area proponente: Gestion Comercial
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Cobertura de la base recalculada >= 10%; ajustes dentro de bandas >= 99;9%; reclamos por cambio de tarifa < 1%
Impacto en personas: Clientes (mas del 10% de la base activa) cuyas tarifas se recalculan y aplican de forma autonoma. Afecta directamente lo que paga cada cliente alcanzado. Criticidad muy alta.
Supuesto de riesgo inicial: Las bandas estan dentro de los limites regulatorios; el area revisa las bandas antes de cada ciclo; el recalculo se aplica sin revision por caso.
Restricciones explicitas: Los recalculos no superan las bandas aprobadas; cumplimiento ENACOM y Defensa del Consumidor; presupuesto maximo USD 180.000
Sponsor: Sebastian Castro - Director Comercial
Datos requeridos: personales",si,si,No,si,si,si,si,No,si,No,si,No,No,No,Negro,
val,VAR-FG-T12,"Nombre de la iniciativa: Bloqueo Automatico Antifraude
Tipo de intent: Operativo
Declaracion del intent: Sistema que analiza cada transaccion en tiempo real y bloquea automaticamente las que superan el umbral de riesgo definido, sin revision por caso. El equipo de fraude recibe alertas y puede revertir el bloqueo dentro de las 2 horas siguientes.
Area proponente: Prevencion de Fraude
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Deteccion de fraude real >= 95%; falsos positivos < 2%; tiempo de decision < 500ms por transaccion
Impacto en personas: Clientes (~120.000 transacciones por dia) cuyas operaciones pueden bloquearse en el momento. El bloqueo impide completar la transaccion. Criticidad muy alta.
Supuesto de riesgo inicial: El bloqueo es a nivel de transaccion individual; el equipo de fraude puede revertirlo dentro de 2 horas; el modelo de scoring esta en evaluacion.
Restricciones explicitas: El bloqueo es solo de la transaccion, no de la cuenta; reversible por el equipo en 2 horas; cumplimiento BCRA; presupuesto maximo USD 200.000
Sponsor: Diego Carrasco - Gerente de Prevencion de Fraude
Datos requeridos: personales",si,si,No,si,si,si,No,si,No,si,No,No,No,No,Negro,
val,VAR-FG-T13,"Nombre de la iniciativa: Suspension Automatica de Acceso
Tipo de intent: Operativo
Declaracion del intent: Agente que suspende automaticamente el acceso de un cliente a la plataforma de autogestion ante senales de riesgo de seguridad (patrones de acceso anomalos, indicios de cuenta comprometida), sin revision previa por caso. El area de soporte puede restituir el acceso a pedido del cliente.
Area proponente: Seguridad de la Informacion
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Deteccion de accesos comprometidos >= 90%; falsos positivos < 3%; tiempo de restitucion < 4 horas
Impacto en personas: Clientes cuyo acceso a la plataforma se suspende de forma autonoma ante senales de riesgo. Quedan sin acceso hasta la restitucion. Criticidad alta.
Supuesto de riesgo inicial: La suspension es automatica ante senales de riesgo; soporte restituye a pedido; las senales pueden tener falsos positivos.
Restricciones explicitas: La suspension se aplica sin revision previa; soporte restituye a pedido del cliente; cumplimiento Ley 25.326 y Defensa del Consumidor; presupuesto maximo USD 50.000
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,No,si,si,si,No,si,No,si,No,No,No,No,Negro,
val,VAR-FG-T14,"Nombre de la iniciativa: Motor de Scoring Crediticio Asistido
Tipo de intent: Negocio
Declaracion del intent: Sistema que procesa los datos financieros y de comportamiento del cliente, llama a una API externa de scoring aun no homologada y devuelve al analista de credito una recomendacion de aprobacion o rechazo de plan pospago. El analista valida la recomendacion y registra la decision final en cada caso.
Area proponente: Credito y Cobranzas
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Tasa de mora en aprobados <= 3%; tiempo de evaluacion < 3 minutos; tasa de aprobacion dentro de banda +/- 5%
Impacto en personas: Clientes (~5.000 solicitantes por mes). El score condiciona en la practica el acceso al plan. 30 analistas registran la decision formal. Criticidad muy alta.
Supuesto de riesgo inicial: La API externa sera homologada antes de produccion; el analista valida y registra la decision en cada caso.
Restricciones explicitas: El sistema no toma la decision; el analista registra la aprobacion o rechazo; cumplimiento BCRA, Ley 25.326 y Ley 25.065; sin variables discriminatorias; presupuesto maximo USD 150.000
Sponsor: Fernando Aguirre - Director de Credito
Datos requeridos: personales",si,si,si,si,No,No,No,No,No,No,No,No,No,No,Rojo,
train,VAR-FG-D01,"Nombre de la iniciativa: Indice de Propension de Compra
Tipo de intent: Negocio
Declaracion del intent: Sistema que calcula un indice de propension de compra de cada cliente y lo publica en el CRM; el ejecutivo comercial usa ese indice para decidir a quien ofrecer un upgrade y en que condiciones. El sistema no contacta al cliente.
Area proponente: Gestion Comercial
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Precision del indice >= 0;80; conversion en cohorte priorizada >= 15%; cobertura de la base scoreada >= 100%
Impacto en personas: Clientes (~60.000) cuyo indice se calcula. El ejecutivo decide la oferta a partir del indice. El sistema no actua sobre el cliente. Criticidad media.
Supuesto de riesgo inicial: El indice es un insumo; el ejecutivo decide cada oferta; framework interno homologado.
Restricciones explicitas: El sistema no contacta ni decide; solo publica el indice; cumplimiento Ley 25.326.
Sponsor: Sebastian Castro - Director Comercial
Datos requeridos: personales",si,si,No,No,No,No,No,No,No,No,No,No,No,No,Amarillo,"Amarillo: usa datos personales (P1=Si) y, aunque el ejecutivo toma la decision final, el sistema produce un indice que CONDICIONA esa decision sobre el cliente -> influye (P2=Si). Sin proveedor externo (P3=No), sin riesgo legal directo (P4=No) y sin ejecucion autonoma (P5=No); conteo=2 -> Amarillo."
train,VAR-FG-D02,"Nombre de la iniciativa: Asignacion Automatica de Casos
Tipo de intent: Operativo
Declaracion del intent: Sistema que asigna automaticamente cada caso entrante a un equipo de atencion segun su contenido, sin revision previa; un coordinador audita el resultado del dia a la manana siguiente y reasigna lo que haga falta.
Area proponente: Operaciones de Atencion
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Precision de asignacion >= 90%; reduccion del tiempo de derivacion >= 55%; tasa de reasignacion < 7%
Impacto en personas: Clientes cuyos casos se asignan automaticamente; la asignacion define el equipo que atiende, sin decidir sobre la persona. Criticidad baja.
Supuesto de riesgo inicial: La asignacion se ejecuta automatica sin revision previa; el coordinador audita el resultado a la manana siguiente.
Restricciones explicitas: Cumplimiento Ley 25.326; framework interno homologado; sin proveedores externos.
Sponsor: Carla Mendez - Gerente de Atencion
Datos requeridos: personales",si,No,No,No,si,No,si,si,No,No,No,No,No,No,Amarillo,"Amarillo: la asignacion se ejecuta de forma automatica y la unica supervision es POSTERIOR (auditoria a la manana siguiente), lo que NO es revision por caso -> P5=Si. Usa datos de clientes (P1=Si) pero no influye en una decision sobre la persona (P2=No), sin proveedor externo ni riesgo legal; conteo=2 -> Amarillo. La revision ex-post no baja P5."
test,TC-A-01,"Nombre de la iniciativa: Motor de Recomendación de Upgrade
Tipo de intent: Negocio
Declaracion del intent: Sistema de recomendación en tiempo real para representantes de atención. Analiza el historial de consumo del cliente durante la interacción y sugiere opciones de upgrade de plan. La recomendación es visible solo para el representante; el cliente recibe únicamente lo que el representante decide comunicarle.
Area proponente: Atención al Cliente
Flujo de valor o area afectada: Gestión de ventas y retención en canal de atención telefónica
Metricas de exito: Tasa de conversión de upgrades >= 12%; incremento en ARPU >= 8%; NPS sin deterioro vs. baseline
Impacto en personas: Empleados (380 representantes de atención) como usuarios. Clientes (~8.000 por día) afectados por las ofertas que el representante presenta según la recomendación del sistema. El sistema influye en las propuestas comerciales que recibe el cliente. Criticidad media.
Supuesto de riesgo inicial: El representante valida la relevancia de la recomendación antes de presentarla; el modelo no genera recomendaciones de planes no disponibles para el perfil
Restricciones explicitas: El sistema no se comunica directamente con el cliente; solo asiste al representante; cumplimiento Ley 25.326 y Ley de Defensa del Consumidor; el representante toma la decisión final; presupuesto máximo USD 50.000
Sponsor: Claudia Herrera — Gerenta de Atención al Cliente
Datos requeridos: personales",si,si,No,si,No,No,,,,,,,,,Amarillo,
test,TC-A-02,"Nombre de la iniciativa: Analizador de Cláusulas de Riesgo
Tipo de intent: Operativo
Declaracion del intent: Sistema que analiza contratos de clientes corporativos e identifica cláusulas de riesgo para revisión del equipo legal. Genera un informe de hallazgos. El abogado responsable valida el informe y define si escalar o negociar.
Area proponente: Legal Corporativo
Flujo de valor o area afectada: Revisión y gestión de contratos corporativos
Metricas de exito: Tiempo de revisión contractual reducido >= 65%; cobertura de cláusulas de riesgo detectadas >= 90%; falsos negativos < 5%
Impacto en personas: Empleados (18 abogados del área legal) como consumidores del informe. El análisis de cláusulas impacta en las posiciones legales sobre contratos de ~200 clientes corporativos por mes. El abogado decide todas las acciones. Criticidad alta para la gestión contractual.
Supuesto de riesgo inicial: El equipo legal siempre valida el informe antes de actuar; los documentos contractuales están disponibles en formato digitalizado y procesable
Restricciones explicitas: El sistema no propone posiciones de negociación; solo identifica cláusulas; el abogado responsable valida cada hallazgo antes de actuar; cumplimiento de obligaciones de confidencialidad contractual y secreto profesional; presupuesto máximo USD 70.000
Sponsor: Ignacio Palacios — Director Legal Corporativo
Datos requeridos: confidenciales",si,si,No,si,No,No,,,,,,,,,Amarillo,
test,TC-A-03,"Nombre de la iniciativa: Chatbot de Autoatención con IA Generativa
Tipo de intent: Negocio
Declaracion del intent: Chatbot de autoatención que accede a datos personales del cliente (plan; facturación; perfil) y entrega respuestas en tiempo real. Escala a agente humano cuando la consulta supera el dominio configurado.
Area proponente: Atención Digital
Flujo de valor o area afectada: Canal digital de autoatención al cliente
Metricas de exito: Tasa de resolución sin escalada >= 70%; CSAT >= 4/5; reducción de contactos al call center >= 25%
Impacto en personas: Clientes (~30.000 por mes) que interactúan directamente con el sistema. Las respuestas del chatbot influyen en las decisiones del cliente sobre su plan y servicios. Criticidad alta.
Supuesto de riesgo inicial: El LLM externo será homologado en el catálogo corporativo antes del lanzamiento; el modelo no revelará datos del cliente fuera del dominio configurado
Restricciones explicitas: El chatbot no ejecuta cambios contractuales; todos los cambios formales requieren confirmación por canal regulado; el LLM externo debe completar evaluación de seguridad y cumplimiento Ley 25.326 antes del despliegue; escalada obligatoria a humano fuera del dominio; presupuesto máximo USD 110.000
Sponsor: Gabriela Moreno — Directora de Canales Digitales
Datos requeridos: personales",si,si,si,si,No,No,,,,,,,,,Rojo,
test,TC-A-04,"Nombre de la iniciativa: Chatbot de Gestión de Reclamos
Tipo de intent: Negocio
Declaracion del intent: Chatbot de gestión de reclamos que interpreta el problema del cliente; consulta el historial de interacciones y propone soluciones dentro de un catálogo de respuestas estándar pre-aprobadas (créditos de factura menores; ajustes de plan menores; seguimiento de incidencias técnicas). Escala obligatoriamente a agente humano cuando el reclamo es complejo o de naturaleza legal. Opera sobre plataforma de atención interna homologada.
Area proponente: Gestión de Reclamos
Flujo de valor o area afectada: Canal digital de gestión de reclamos de clientes
Metricas de exito: Tasa de resolución automatizada >= 55%; tiempo promedio de resolución reducido >= 40%; satisfacción post-reclamo >= 3;8/5
Impacto en personas: Clientes (~12.000 por mes con reclamos activos) que interactúan directamente. El chatbot propone compensaciones y ajustes que afectan la relación comercial del cliente. Criticidad alta.
Supuesto de riesgo inicial: El catálogo de soluciones estándar está correctamente definido y actualizado; el sistema escala correctamente ante reclamos que superan el dominio configurado
Restricciones explicitas: Las compensaciones ofrecidas no pueden superar los límites de policy vigentes; los reclamos de naturaleza legal requieren escalada obligatoria a agente humano; cumplimiento Ley de Defensa del Consumidor y normativa ENACOM; presupuesto máximo USD 90.000
Sponsor: Tomás Elizondo — Gerente de Operaciones de Reclamos
Datos requeridos: personales, confidenciales",si,si,No,si,No,No,,,,,,,,,Amarillo,
test,TC-A-05,"Nombre de la iniciativa: Agente de Onboarding Digital de Clientes
Tipo de intent: Negocio
Declaracion del intent: Agente que detecta la activación de un nuevo plan y envía automáticamente al cliente un conjunto de comunicaciones de bienvenida personalizadas: confirmación del alta; guía de uso del servicio y contacto de atención. No toma decisiones sobre el plan ni sus condiciones.
Area proponente: Onboarding de Clientes
Flujo de valor o area afectada: Proceso de activación y bienvenida de nuevos clientes
Metricas de exito: Tiempo de envío de bienvenida < 5 minutos desde la activación; tasa de apertura de comunicaciones >= 45%; reducción de contactos de soporte en primeras 48 horas >= 20%
Impacto en personas: Clientes (~3.500 nuevos por mes) que reciben comunicaciones automáticas. Las comunicaciones forman parte de la relación comercial inicial; el contenido es predefinido y no condiciona decisiones sobre el cliente. Criticidad media.
Supuesto de riesgo inicial: El evento de activación del plan dispara el agente de forma confiable; las plantillas de comunicación están correctamente configuradas para cada tipo de plan
Restricciones explicitas: El agente no puede modificar condiciones del plan ni enviar comunicaciones fuera del conjunto de bienvenida predefinido; cumplimiento Ley 26.951 (No Llame) y Ley 25.326; el cliente puede solicitar baja del canal en cualquier momento; presupuesto máximo USD 35.000
Sponsor: Carolina Bernal — Gerenta de Onboarding y Activación
Datos requeridos: personales",si,si,No,si,No,No,,,,,,,,,Amarillo,
test,TC-AS-01,"Nombre de la iniciativa: Modelo Predictivo de Churn
Tipo de intent: Negocio
Declaracion del intent: Modelo XGBoost entrenado sobre datos históricos de comportamiento de clientes pospago para predecir probabilidad de baja voluntaria en los próximos 30 días. Los scores se publican diariamente en el CRM para consulta del equipo comercial; que decide qué clientes contactar y con qué oferta. Opera bajo framework MLOps certificado por el N2.
Area proponente: Gestión Comercial
Flujo de valor o area afectada: Retención proactiva de clientes pospago en riesgo de baja
Metricas de exito: AUC-ROC del modelo >= 0;82; tasa de retención en cohorte contactada >= 35%; reducción de churn mensual >= 8%
Impacto en personas: Clientes (~85.000 pospago activos) cuyos scores son calculados. El equipo comercial (45 ejecutivos) decide autónomamente qué acción tomar. El sistema no actúa directamente sobre el cliente. Criticidad media.
Supuesto de riesgo inicial: El framework MLOps está correctamente certificado por el N2 y la certificación está vigente; el equipo comercial usa los scores como insumo y decide autónomamente qué acción tomar
Restricciones explicitas: El sistema no actúa sobre el cliente; solo publica scores como insumo para el equipo comercial; cumplimiento Ley 25.326; certificación MLOps vigente para conservar el track simplificado §7.7; las acciones de retención no pueden generar discriminación entre cohortes de cliente; presupuesto máximo USD 75.000
Sponsor: Sebastián Castro — Director Comercial
Datos requeridos: personales",si,si,No,No,No,No,,,,,,,,,Amarillo,
test,TC-EXT-01,"Nombre de la iniciativa: Analizador de Logs Técnicos DevOps
Tipo de intent: Tecnico/Arquitectural
Declaracion del intent: Sistema de análisis de logs de errores de aplicaciones que genera reportes técnicos de incidencias para el equipo de DevOps. No accede a datos de clientes ni de empleados como sujetos. Los reportes son insumos técnicos para priorizar la resolución de incidencias.
Area proponente: Ingeniería de Plataforma
Flujo de valor o area afectada: Gestión de incidencias y estabilidad de plataforma
Metricas de exito: Tiempo de detección de incidencias reducido >= 50%; cobertura de logs analizados >= 95%; falsos positivos en alertas < 5%
Impacto en personas: Empleados (8 ingenieros DevOps) que reciben los reportes como insumo técnico para priorizar trabajo. No afecta directamente a clientes ni empleados como sujetos de decisiones. Criticidad baja para personas; alta para estabilidad técnica.
Supuesto de riesgo inicial: Los logs no contienen datos de identificación de usuarios ni de clientes; el sistema es de uso exclusivo del equipo de ingeniería
Restricciones explicitas: El sistema no puede acceder a logs que contengan datos personales o de clientes; los reportes son para uso exclusivo del equipo técnico; presupuesto máximo USD 15.000
Sponsor: Jefe de Ingeniería de Plataforma
Datos requeridos: operativos",No,No,No,No,No,No,,,,,,,,,Verde,
test,TC-EXT-02,"Nombre de la iniciativa: Analizador de Logs de Acceso con User ID
Tipo de intent: Tecnico/Arquitectural
Declaracion del intent: Sistema de análisis de logs de acceso a aplicaciones corporativas que incluyen identificador de usuario (user_id) y timestamp para detectar patrones de uso anómalo. El user_id es un identificador interno que puede vincularse al empleado.
Area proponente: Seguridad de la Información
Flujo de valor o area afectada: Monitoreo de seguridad de accesos a plataformas corporativas
Metricas de exito: Detección de accesos anómalos >= 90%; falsos positivos < 3%; cobertura de plataformas monitoreadas >= 95%
Impacto en personas: Empleados (potencialmente cualquiera de los 2.400 empleados cuyos accesos se analizan). Los patrones detectados pueden derivar en revisión de accesos por el equipo de seguridad. Criticidad media.
Supuesto de riesgo inicial: El user_id puede vincularse a la identidad del empleado en el directorio corporativo; el equipo de seguridad revisa patrones anómalos antes de escalar
Restricciones explicitas: El sistema solo puede escalar alertas al equipo de seguridad; cualquier acción sobre el empleado requiere intervención humana; cumplimiento Ley 25.326; presupuesto máximo USD 30.000
Sponsor: Director de Seguridad de la Información
Datos requeridos: operativos",si,si,No,si,No,No,,,,,,,,,Amarillo,
test,TC-EXT-03,"Nombre de la iniciativa: Agente de Análisis Documental
Tipo de intent: Capacidad de Equipo
Declaracion del intent: Agente que analiza documentos internos de gestión y genera resúmenes ejecutivos para el equipo directivo. Usa un LLM externo (API de proveedor cloud) que será dado de alta en el catálogo corporativo antes del go-live. La evaluación de seguridad del proveedor está en curso.
Area proponente: Dirección General
Flujo de valor o area afectada: Análisis y síntesis de documentación estratégica
Metricas de exito: Tiempo de análisis documental reducido >= 60%; satisfacción del equipo directivo >= 4/5
Impacto en personas: Empleados (5 directores) que reciben resúmenes como insumo para decisiones estratégicas. Los documentos pueden incluir información de empleados en forma de organigramas o listas. Criticidad alta por la naturaleza estratégica de los documentos.
Supuesto de riesgo inicial: El LLM externo (GPT-4o API) será homologado en el catálogo corporativo antes del despliegue en producción. La evaluación de seguridad está en curso. Los documentos no se usan para entrenamiento del modelo según los términos del proveedor.
Restricciones explicitas: El LLM externo debe completar la evaluación de seguridad antes del despliegue; los documentos de Directorio tienen restricción adicional de acceso; cumplimiento Ley 25.326; presupuesto máximo USD 25.000
Sponsor: Director General
Datos requeridos: confidenciales",si,si,si,si,No,No,,,,,,,,,Rojo,
test,TC-EXT-04,"Nombre de la iniciativa: Sistema de Reportes de Riesgo Automáticos
Tipo de intent: Operativo
Declaracion del intent: Sistema que genera y envía automáticamente reportes de exposición de riesgo crediticio a la gerencia de Crédito y Cobranzas al cierre de cada día hábil. Los reportes se envían sin revisión previa; el equipo de riesgo los revisa al día siguiente.
Area proponente: Crédito y Cobranzas
Flujo de valor o area afectada: Monitoreo diario de riesgo crediticio
Metricas de exito: Disponibilidad del reporte en inbox de gerencia antes de las 7:00 AM; precisión de métricas de exposición >= 99%; cobertura de la cartera monitoreada >= 100%
Impacto en personas: Empleados (8 gerentes y directores de Crédito) como destinatarios de los reportes. Los reportes sobre exposición de cartera informan decisiones sobre gestión del riesgo. Criticidad media para el proceso de riesgo.
Supuesto de riesgo inicial: Los datos de cierre están disponibles y consolidados antes del proceso nocturno; el equipo de riesgo revisa el reporte consolidado dentro de las 24 horas siguientes al envío automático
Restricciones explicitas: Los reportes son para uso exclusivo de la gerencia de Crédito; no pueden distribuirse fuera del perímetro corporativo; cumplimiento regulatorio BCRA; presupuesto máximo USD 18.000
Sponsor: Fernando Aguirre — Director de Crédito y Cobranzas
Datos requeridos: confidenciales",si,No,No,No,si,No,,,,,,,,,Amarillo,
test,TC-EXT-05,"Nombre de la iniciativa: Agente de Alta Automática de Clientes
Tipo de intent: Operativo
Declaracion del intent: Agente que verifica el cumplimiento de los criterios de alta y ejecuta automáticamente el registro del cliente en el sistema CRM y de facturación; sin intervención del operador en cada caso. El alta se confirma al cliente por email inmediatamente después de la ejecución.
Area proponente: Operaciones Comerciales
Flujo de valor o area afectada: Proceso de alta de nuevos clientes
Metricas de exito: Tiempo de alta < 3 minutos desde la solicitud; tasa de alta correcta >= 99;5%; satisfacción del cliente post-alta >= 4/5
Impacto en personas: Clientes (~5.000 nuevos por mes). El agente ejecuta el alta de forma autónoma; lo que establece la relación contractual con el cliente. Criticidad alta — inicio de relación comercial.
Supuesto de riesgo inicial: Los criterios de alta están correctamente definidos y actualizados; la verificación automática cubre todos los casos estándar
Restricciones explicitas: Límite ético: sin acción autónoma sin supervisión. Los casos con documentación incompleta o fuera de los criterios estándar requieren revisión manual. Cumplimiento Ley 25.326; presupuesto máximo USD 40.000.
Sponsor: Gerente de Operaciones Comerciales
Datos requeridos: personales",si,si,No,si,si,No,,,,,,,,,Rojo,
test,TC-N-01,"Nombre de la iniciativa: Agente de Cortes por Impago
Tipo de intent: Operativo
Declaracion del intent: Agente automatizado que consulta diariamente el sistema de facturación; identifica clientes que superaron el período de gracia por impago; verifica ausencia de disputas o acuerdos activos y ejecuta el corte técnico del servicio vía plataforma de red. Opera sin intervención humana en cada caso individual.
Area proponente: Cobranzas Operativas
Flujo de valor o area afectada: Gestión operativa de la cartera en mora
Metricas de exito: Tasa de cortes ejecutados dentro del período correcto >= 99;8%; tiempo de procesamiento del ciclo diario < 2 horas; tasa de error en clasificación de mora < 0;1%
Impacto en personas: Clientes (~4.500 en mora procesados por ciclo mensual). El corte técnico afecta directamente el acceso al servicio del cliente. No hay revisión humana por caso individual. Criticidad muy alta — pérdida de acceso al servicio.
Supuesto de riesgo inicial: Los datos de mora y período de gracia están correctamente actualizados antes del ciclo diario; el proceso está respaldado por las condiciones contractuales vigentes
Restricciones explicitas: El agente no puede ejecutar cortes sobre clientes con disputas activas o acuerdos de pago vigentes; cumplimiento contractual de períodos de gracia; Ley de Defensa del Consumidor y normativa ENACOM; el corte es reversible por el equipo de cobranzas en menos de 4 horas tras regularización; presupuesto máximo USD 110.000
Sponsor: Fernando Aguirre — Director de Crédito y Cobranzas
Datos requeridos: personales, confidenciales",si,si,No,si,si,si,,,,,,,,,Negro,
test,TC-N-02,"Nombre de la iniciativa: Agente de Pricing Dinámico
Tipo de intent: Negocio
Declaracion del intent: Agente que ajusta automáticamente precios y descuentos de planes por segmento de clientes en función de parámetros de mercado y comportamiento de consumo en tiempo real. Los ajustes se aplican dentro de bandas predefinidas por el área comercial sin requerir aprobación individual.
Area proponente: Gestión Comercial
Flujo de valor o area afectada: Gestión dinámica de la oferta comercial y retención de clientes
Metricas de exito: Incremento en ARPU del segmento >= 5%; tasa de churn en segmento objetivo reducida >= 10%; ajustes dentro de bandas de política >= 99;9%
Impacto en personas: Clientes (~350.000 activos distribuidos en 8 segmentos comerciales). Los ajustes de precio y descuento afectan directamente la relación comercial de cada cliente en el segmento. Criticidad muy alta — impacto masivo en condiciones comerciales.
Supuesto de riesgo inicial: Las bandas tarifarias están dentro de los límites regulatorios vigentes; el área comercial revisa las bandas antes de cada ciclo de ajuste
Restricciones explicitas: Los ajustes no pueden superar las bandas tarifarias definidas y aprobadas; cumplimiento de regulación tarifaria ENACOM; Ley de Defensa del Consumidor; toda modificación a las bandas requiere aprobación de Gestión Comercial y revisión regulatoria previa; presupuesto máximo USD 250.000
Sponsor: Sebastián Castro — Director Comercial
Datos requeridos: personales, confidenciales",si,si,No,si,si,si,,,,,,,,,Negro,
test,TC-N-03,"Nombre de la iniciativa: Agente de Terminación de Contratos por Incumplimiento
Tipo de intent: Operativo
Declaracion del intent: Agente que monitorea el cumplimiento de condiciones contractuales de clientes corporativos y ejecuta automáticamente la terminación del contrato al detectar incumplimientos que superan los umbrales definidos. Genera notificación al cliente y registra la acción en el sistema de gestión.
Area proponente: Gestión de Cuentas Corporativas
Flujo de valor o area afectada: Gestión del ciclo de vida de contratos corporativos
Metricas de exito: Tiempo de detección de incumplimiento < 24 horas; precisión en la clasificación de incumplimientos >= 99%; reducción de morosidad corporativa >= 20%
Impacto en personas: Clientes corporativos (~800 contratos corporativos activos). La terminación automática afecta de forma permanente la relación comercial con el cliente corporativo. No hay revisión humana previa por caso. Criticidad máxima — terminación irreversible de contrato.
Supuesto de riesgo inicial: Los umbrales de incumplimiento están correctamente definidos y validados por el área legal; el sistema notifica al cliente antes de ejecutar con el plazo contractual establecido
Restricciones explicitas: El agente no puede operar sin validación legal previa de los umbrales de incumplimiento; cumplimiento de plazos contractuales de notificación; Ley de Defensa del Consumidor para PYMEs; el cliente recibe notificación previa con plazo para regularizar antes de la ejecución; presupuesto máximo USD 200.000
Sponsor: Ignacio Palacios — Director Legal Corporativo
Datos requeridos: confidenciales",si,si,No,si,si,si,,,,,,,,,Negro,
test,TC-N-04,"Nombre de la iniciativa: Agente de Cobranza End-to-End
Tipo de intent: Operativo
Declaracion del intent: Agente de gestión de cobranza que opera de forma autónoma sobre clientes en mora: identifica la situación; genera y envía comunicaciones de negociación personalizadas; procesa la respuesta del cliente; ofrece planes de pago dentro de parámetros de política; registra los acuerdos alcanzados y actualiza el CRM. Sin intervención humana en ningún caso individual.
Area proponente: Cobranzas
Flujo de valor o area afectada: Ciclo completo de gestión de cobranza en cartera morosa
Metricas de exito: Tasa de acuerdos de pago alcanzados >= 25%; recupero de cartera morosa >= 18% del saldo procesado; satisfacción del cliente post-acuerdo >= 3;5/5
Impacto en personas: Clientes (~22.000 en mora por mes). El agente negocia condiciones de pago y ejecuta acuerdos con valor contractual sin intervención humana en ningún paso del ciclo. Criticidad máxima — acuerdos financieros con valor legal.
Supuesto de riesgo inicial: El LLM externo para generación de comunicaciones será homologado antes del despliegue; los acuerdos registrados tienen validez contractual y son auditables
Restricciones explicitas: El agente no puede ofrecer condiciones fuera del catálogo de planes de pago aprobado; el LLM externo debe completar evaluación de seguridad antes del despliegue; cumplimiento Ley 25.326 y Ley 26.951 (No Llame); el cliente puede solicitar contacto con agente humano en cualquier momento del ciclo; presupuesto máximo USD 320.000
Sponsor: Fernando Aguirre — Director de Crédito y Cobranzas
Datos requeridos: personales, confidenciales",si,si,si,si,si,si,,,,,,,,,Negro,
